"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"TOP (mm)";"GND1 (mm)";"S1 (mm)";"PW1 (mm)";"S2 (mm)";"GND2 (mm)";"PW2 (mm)";"BOT (mm)";
042;"USB2_RX_N";2;1;1.0397;13.0818;0.0000;14.1215;8.9934;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.0883;
043;"USB2_RX_P";2;1;1.0397;13.0818;0.0000;14.1215;8.7863;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.2954;
044;"USB2_TX_N";2;1;1.0397;13.0718;0.0000;14.1115;8.7696;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.3022;
045;"USB2_TX_P";2;1;1.0397;13.0718;0.0000;14.1115;8.5625;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.5093;
046;"USB2_DP";2;1;1.0397;24.1588;0.0000;25.1985;19.6785;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.4803;
047;"VDD_1V";8;5;5.1985;5.1612;0.0000;10.3597;1.7203;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.4408;
048;"Net-(C56-Pad2)";5;0;0.0000;1.1668;0.0000;1.1668;1.1668;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
051;"UART3_RXD";2;1;1.0397;16.0925;0.0000;17.1322;12.7440;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.3485;
052;"UART3_TXD";2;1;1.0397;17.2305;0.0000;18.2702;13.5813;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.6492;
053;"UART4_RXD";2;2;1.0397;34.6360;0.0000;35.6757;0.4596;0.0000;0.0000;0.0000;32.9903;0.0000;0.0000;1.1860;
054;"NVCC_DRAM_1V1";107;61;62.3820;64.8719;0.0000;127.2539;45.5135;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;19.3585;
055;"DRAM_DQ21";2;2;1.2010;24.6496;0.0000;25.8506;1.7593;0.0000;0.0000;0.0000;22.8903;0.0000;0.0000;0.0000;
056;"DRAM_DQ19";2;2;1.2010;24.6385;0.0000;25.8395;2.4884;0.0000;0.0000;0.0000;22.1501;0.0000;0.0000;0.0000;
057;"DRAM_DQ25";2;2;0.5274;25.6960;0.0000;26.2234;1.7609;0.0000;23.9351;0.0000;0.0000;0.0000;0.0000;0.0000;
058;"DRAM_DQ24";2;2;0.5274;25.7172;0.0000;26.2446;2.3047;0.0000;23.4126;0.0000;0.0000;0.0000;0.0000;0.0000;
059;"Net-(Q1-G)";3;0;0.0000;4.5522;0.0000;4.5522;4.5522;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
060;"DRAM_DQ26";2;2;0.5274;25.7348;0.0000;26.2622;0.9482;0.0000;24.7866;0.0000;0.0000;0.0000;0.0000;0.0000;
061;"DRAM_DQ28";2;2;0.5274;24.9674;0.0000;25.4948;0.9393;0.0000;24.0281;0.0000;0.0000;0.0000;0.0000;0.0000;
062;"DRAM_DQ27";2;2;0.5274;25.6711;0.0000;26.1985;0.9141;0.0000;24.7570;0.0000;0.0000;0.0000;0.0000;0.0000;
063;"DRAM_DQ30";2;2;0.5274;24.9865;0.0000;25.5139;2.2614;0.0000;22.7251;0.0000;0.0000;0.0000;0.0000;0.0000;
064;"Net-(U5-OUT)";7;0;0.0000;2.2642;0.0000;2.2642;2.2642;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
065;"Net-(D3-K)";3;0;0.0000;2.8141;0.0000;2.8141;2.8141;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
066;"DRAM_VREF";3;1;1.0397;2.7195;0.0000;3.7592;2.1835;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5360;
067;"Net-(U7-OUT)";7;0;0.0000;4.0279;0.0000;4.0279;4.0279;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
068;"DRAM_DQ15";2;2;0.5274;25.7040;0.0000;26.2314;2.0674;0.0000;23.6366;0.0000;0.0000;0.0000;0.0000;0.0000;
069;"DRAM_DQ12";2;2;0.5274;25.7366;0.0000;26.2640;0.9309;0.0000;24.8057;0.0000;0.0000;0.0000;0.0000;0.0000;
070;"DRAM_DQ14";2;2;0.5274;24.2160;0.0000;24.7434;2.6646;0.0000;21.5514;0.0000;0.0000;0.0000;0.0000;0.0000;
071;"DRAM_DQ11";2;2;0.5274;25.7440;0.0000;26.2714;0.9469;0.0000;24.7971;0.0000;0.0000;0.0000;0.0000;0.0000;
072;"Net-(U13-VDDI)";3;1;1.0397;2.7071;0.0000;3.7468;0.9923;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.7148;
073;"DRAM_DQ9";2;2;0.5274;25.7425;0.0000;26.2699;2.2626;0.0000;23.4799;0.0000;0.0000;0.0000;0.0000;0.0000;
074;"DRAM_DQ10";2;2;0.5274;25.7254;0.0000;26.2528;0.9407;0.0000;24.7847;0.0000;0.0000;0.0000;0.0000;0.0000;
075;"DRAM_DQ4";2;2;1.2010;24.2631;0.0000;25.4641;0.9589;0.0000;0.0000;0.0000;23.3042;0.0000;0.0000;0.0000;
076;"DRAM_DQ6";2;2;1.2010;24.2621;0.0000;25.4631;0.9680;0.0000;0.0000;0.0000;23.2941;0.0000;0.0000;0.0000;
077;"DRAM_DQ22";2;2;1.2010;25.0708;0.0000;26.2718;0.9732;0.0000;0.0000;0.0000;24.0977;0.0000;0.0000;0.0000;
078;"DRAM_DQ23";2;2;1.2010;24.5959;0.0000;25.7969;1.0361;0.0000;0.0000;0.0000;23.5598;0.0000;0.0000;0.0000;
079;"DRAM_DQS3_P";2;2;0.5274;25.7686;0.0000;26.2960;1.0354;0.0000;24.7332;0.0000;0.0000;0.0000;0.0000;0.0000;
080;"DRAM_DM3";2;2;0.5274;24.2114;0.0000;24.7388;1.0689;0.0000;23.1425;0.0000;0.0000;0.0000;0.0000;0.0000;
083;"DRAMREF";7;1;1.0397;67.3741;0.0000;68.4138;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;66.9145;
086;"DRAM_DQ13";2;2;0.5274;25.7848;0.0000;26.3122;1.0196;0.0000;24.7652;0.0000;0.0000;0.0000;0.0000;0.0000;
087;"DRAM_DM1";2;2;0.5274;25.7472;0.0000;26.2746;1.6845;0.0000;24.0627;0.0000;0.0000;0.0000;0.0000;0.0000;
088;"DRAM_DQS1_P";2;2;0.5274;24.9718;0.0000;25.4992;0.9878;0.0000;23.9840;0.0000;0.0000;0.0000;0.0000;0.0000;
089;"DRAM_DQ8";2;2;0.5274;25.7223;0.0000;26.2497;2.3435;0.0000;23.3788;0.0000;0.0000;0.0000;0.0000;0.0000;
090;"DRAM_DQ7";2;2;1.2010;24.6362;0.0000;25.8372;0.9340;0.0000;0.0000;0.0000;23.7022;0.0000;0.0000;0.0000;
091;"DRAM_DQS2_N";2;2;1.2010;25.0070;0.0000;26.2080;1.4457;0.0000;0.0000;0.0000;23.5613;0.0000;0.0000;0.0000;
092;"DRAM_DQS2_P";2;2;1.2010;25.0102;0.0000;26.2112;1.9755;0.0000;0.0000;0.0000;23.0347;0.0000;0.0000;0.0000;
093;"DRAM_DQS3_N";2;2;0.5274;24.9496;0.0000;25.4770;1.0464;0.0000;23.9032;0.0000;0.0000;0.0000;0.0000;0.0000;
094;"Net-(U15-VDD1.8_1)";5;2;2.0794;8.3592;0.0000;10.4386;1.4570;0.0000;5.3690;0.0000;0.0000;0.0000;0.0000;1.5331;
095;"DRAM_nCS0_B";2;2;1.8746;22.5894;0.0000;24.4640;1.0666;0.0000;0.0000;0.0000;0.0000;0.0000;21.5228;0.0000;
097;"/POWER/MNRST";4;0;0.0000;6.8658;0.0000;6.8658;6.8658;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
098;"SYS_NRST_OUT";1;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
099;"DRAM_CKE0_A";2;2;1.8746;24.3319;0.0000;26.2065;0.9307;0.0000;0.0000;0.0000;0.0000;0.0000;23.4012;0.0000;
100;"DRAM_DQS1_N";2;2;0.5274;25.1067;0.0000;25.6341;0.9627;0.0000;24.1440;0.0000;0.0000;0.0000;0.0000;0.0000;
101;"DRAM_DQS0_P";2;2;1.2010;25.0255;0.0000;26.2265;3.0079;0.0000;0.0000;0.0000;22.0176;0.0000;0.0000;0.0000;
102;"DRAM_DQS0_N";2;2;1.2010;24.1952;0.0000;25.3962;2.4425;0.0000;0.0000;0.0000;21.7527;0.0000;0.0000;0.0000;
103;"DRAM_DQ16";2;2;1.2010;24.6643;0.0000;25.8653;1.6194;0.0000;0.0000;0.0000;23.0449;0.0000;0.0000;0.0000;
104;"DRAM_DM2";2;2;1.2010;24.6480;0.0000;25.8490;1.0398;0.0000;0.0000;0.0000;23.6081;0.0000;0.0000;0.0000;
105;"DRAM_DQ18";2;2;1.2010;24.6232;0.0000;25.8242;2.8715;0.0000;0.0000;0.0000;21.7517;0.0000;0.0000;0.0000;
106;"PMIC_SCL";3;2;1.2010;71.3921;0.0000;72.5931;11.2249;0.0000;0.0000;0.0000;60.1672;0.0000;0.0000;0.0000;
107;"DRAM_nCS1_B";2;2;1.8746;24.2580;0.0000;26.1326;1.2225;0.0000;0.0000;0.0000;0.0000;0.0000;23.0355;0.0000;
108;"DRAM_CKE0_B";2;2;1.8746;24.3339;0.0000;26.2085;0.9991;0.0000;0.0000;0.0000;0.0000;0.0000;23.3349;0.0000;
110;"DRAM_CA0_A";2;2;1.8746;22.3926;0.0000;24.2672;0.8677;0.0000;0.0000;0.0000;0.0000;0.0000;21.5249;0.0000;
111;"DRAM_CA2_A";2;2;1.8746;24.3082;0.0000;26.1828;3.2446;0.0000;0.0000;0.0000;0.0000;0.0000;21.0636;0.0000;
112;"DRAM_DQ3";2;2;1.2010;25.0902;0.0000;26.2912;0.9224;0.0000;0.0000;0.0000;24.1678;0.0000;0.0000;0.0000;
113;"DRAM_DM0";2;2;1.2010;24.5759;0.0000;25.7769;1.5883;0.0000;0.0000;0.0000;22.9876;0.0000;0.0000;0.0000;
114;"DRAM_DQ1";2;2;1.2010;26.2541;0.0000;27.4551;1.5944;0.0000;0.0000;0.0000;24.6597;0.0000;0.0000;0.0000;
115;"DRAM_DQ17";2;2;1.2010;25.0794;0.0000;26.2804;1.0159;0.0000;0.0000;0.0000;24.0635;0.0000;0.0000;0.0000;
116;"DRAM_CA1_A";2;2;1.8746;24.3099;0.0000;26.1845;1.6441;0.0000;0.0000;0.0000;0.0000;0.0000;22.6658;0.0000;
117;"DRAM_CKE1_A";2;2;1.8746;24.1239;0.0000;25.9985;2.1875;0.0000;0.0000;0.0000;0.0000;0.0000;21.9364;0.0000;
118;"DRAM_CA5_A";2;2;1.8746;24.2185;0.0000;26.0931;0.8459;0.0000;0.0000;0.0000;0.0000;0.0000;23.3726;0.0000;
119;"DRAM_DQ2";2;2;1.2010;24.5880;0.0000;25.7890;2.0066;0.0000;0.0000;0.0000;22.5814;0.0000;0.0000;0.0000;
120;"DRAM_DQ0";2;2;1.2010;26.2014;0.0000;27.4024;1.9960;0.0000;0.0000;0.0000;24.2054;0.0000;0.0000;0.0000;
121;"Net-(D5-A)";2;0;0.0000;1.2454;0.0000;1.2454;1.2454;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
122;"Net-(L9-Pad1)";3;0;0.0000;1.9000;0.0000;1.9000;1.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
123;"SPI1_MOSI";2;1;1.0397;15.5669;0.0000;16.6066;12.3109;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.2560;
124;"SPI2_SSO";2;1;1.0397;15.6658;0.0000;16.7055;12.3681;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.2977;
125;"UART4_TXD";2;2;1.0397;29.6558;0.0000;30.6955;0.4596;0.0000;0.0000;0.0000;28.1982;0.0000;0.0000;0.9980;
126;"Net-(U9A-MIPI_VDD1)";3;1;1.0397;1.5332;0.0000;2.5729;1.1096;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.4236;
127;"Net-(U1A-SW1ALX)";3;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
128;"Net-(U1A-SW1CLX)";2;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
129;"Net-(U1A-SW2LX)";2;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
130;"Net-(U1A-SW3ALX)";3;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
131;"Net-(U1A-SW4LX)";2;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
132;"Net-(L6-Pad1)";5;18;18.7146;0.0000;0.0000;18.7146;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
133;"SPI1_MISO";2;1;1.0397;15.8124;0.0000;16.8521;12.5285;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.2839;
134;"/MPU/27MHZ_O";4;0;0.0000;11.4672;0.0000;11.4672;11.4672;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
135;"HDMI_TX3_P";3;1;1.0397;3.9741;0.0000;5.0138;2.0512;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.9228;
136;"Net-(U6-VOS)";2;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
137;"Net-(L8-Pad1)";3;0;0.0000;1.9000;0.0000;1.9000;1.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
138;"Net-(Q1-D)";2;0;0.0000;1.2197;0.0000;1.2197;1.2197;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
139;"Net-(R6-Pad1)";2;0;0.0000;2.5092;0.0000;2.5092;2.5092;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
140;"Net-(R8-Pad2)";2;0;0.0000;1.8122;0.0000;1.8122;1.8122;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
141;"Net-(U1C-VDDOTP)";2;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
142;"Net-(U1C-ICTEST)";2;0;0.0000;2.1466;0.0000;2.1466;2.1466;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
143;"Net-(U4-EN)";3;0;0.0000;5.8315;0.0000;5.8315;5.8315;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
144;"Net-(U6-VSET)";2;0;0.0000;2.0892;0.0000;2.0892;2.0892;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
145;"PCIE2_RXN";2;1;1.0397;58.3220;0.0000;59.3617;57.1009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.2211;
146;"SPI2_MISO";2;1;1.0397;16.4490;0.0000;17.4887;12.9543;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.4947;
147;"SPI2_SCLK";2;2;1.0397;13.7117;0.0000;14.7514;0.4596;0.0000;0.0000;0.0000;12.3531;0.0000;0.0000;0.8990;
148;"Net-(U5-EN)";2;0;0.0000;1.6393;0.0000;1.6393;1.6393;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
149;"Net-(U4-ADJ)";3;0;0.0000;2.4529;0.0000;2.4529;2.4529;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
150;"Net-(U5-FB)";3;0;0.0000;3.6379;0.0000;3.6379;3.6379;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
151;"Net-(U7-FB)";3;0;0.0000;3.6645;0.0000;3.6645;3.6645;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
152;"PCIE2_RXP";2;1;1.0397;58.3093;0.0000;59.3490;57.0882;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.2211;
153;"PCIE1_TXN";2;2;1.5520;65.3479;0.0000;66.8999;0.0000;0.0000;62.6493;0.0000;0.0000;0.0000;0.0000;2.6986;
154;"SPI1_SSO";2;2;1.0397;13.3251;0.0000;14.3648;0.4596;0.0000;0.0000;0.0000;11.9664;0.0000;0.0000;0.8990;
155;"Net-(U9B-ZQ_{slash}_ZQ_{slash}_ZQ)";2;1;1.0397;3.0390;0.0000;4.0787;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.5794;
156;"PCIE1_TXP";2;2;1.5520;65.3480;0.0000;66.9000;0.0000;0.0000;62.6281;0.0000;0.0000;0.0000;0.0000;2.7198;
157;"HDMI_TX2_P";3;1;1.0397;3.3917;0.0000;4.4314;1.4889;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.9028;
158;"Net-(U9K-PCIE1_RESREF)";2;0;0.0000;3.2769;0.0000;3.2769;3.2769;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
159;"Net-(U9M-USB1_RESREF)";2;1;1.0397;0.7213;0.0000;1.7610;0.7213;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
160;"Net-(U9K-PCIE2_RESREF)";2;1;1.0397;2.0289;0.0000;3.0686;2.0289;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
161;"Net-(U9M-USB2_RESREF)";2;1;1.0397;1.6478;0.0000;2.6875;1.6478;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
162;"QSPIA_SCLK";2;2;0.5274;34.9567;0.0000;35.4841;1.2293;0.0000;33.7274;0.0000;0.0000;0.0000;0.0000;0.0000;
163;"Net-(U9J-HDMI_REXT)";2;1;1.0397;1.8780;0.0000;2.9177;1.0183;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.8597;
164;"NAND_DATA0";2;2;0.5274;24.4763;0.0000;25.0037;1.1821;0.0000;23.2942;0.0000;0.0000;0.0000;0.0000;0.0000;
165;"Net-(U9L-MIPI_DSI_REXT)";2;1;1.0397;2.6108;0.0000;3.6505;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.1512;
166;"QSPIA_nSS0 ";2;2;0.5274;23.0436;0.0000;23.5710;1.6444;0.0000;21.3992;0.0000;0.0000;0.0000;0.0000;0.0000;
167;"NAND_DATA2";2;2;0.5274;29.7114;0.0000;30.2388;1.2328;0.0000;28.4787;0.0000;0.0000;0.0000;0.0000;0.0000;
168;"/IO/XTAL1";3;0;0.0000;2.7864;0.0000;2.7864;2.7864;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
169;"PCIE1_RXP";2;2;1.0397;62.5582;0.0000;63.5979;0.8461;0.0000;60.4910;0.0000;0.0000;0.0000;0.0000;1.2211;
170;"NAND_DATA1";2;2;0.5274;24.9815;0.0000;25.5089;0.4596;0.0000;24.5219;0.0000;0.0000;0.0000;0.0000;0.0000;
171;"SPI1_SCLK";2;2;1.0397;15.3168;0.0000;16.3565;0.4596;0.0000;0.0000;0.0000;13.8998;0.0000;0.0000;0.9574;
172;"NAND_DATA3";2;2;0.5274;41.2974;0.0000;41.8248;0.4596;0.0000;40.8377;0.0000;0.0000;0.0000;0.0000;0.0000;
173;"SPI2_MOSI";2;2;1.0397;15.4597;0.0000;16.4994;1.1096;0.0000;0.0000;0.0000;13.4644;0.0000;0.0000;0.8856;
174;"SD2_nCD";2;2;1.0397;55.1950;0.0000;56.2347;0.4596;0.0000;53.8054;0.0000;0.0000;0.0000;0.0000;0.9300;
175;"SD2_CLK";2;2;1.0397;55.5152;0.0000;56.5549;0.4596;0.0000;48.0539;0.0000;0.0000;0.0000;0.0000;7.0016;
176;"SD1_CMD";3;2;1.6402;28.3270;0.0000;29.9672;0.9237;0.0000;0.0000;0.0000;25.3420;0.0000;0.0000;2.0612;
177;"SD1_CLK";2;2;1.2010;26.6907;0.0000;27.8917;1.0671;0.0000;0.0000;0.0000;25.6236;0.0000;0.0000;0.0000;
178;"SD2_WP";2;2;1.0397;55.8127;0.0000;56.8524;0.4596;0.0000;53.1150;0.0000;0.0000;0.0000;0.0000;2.2381;
179;"HDMI_REFCLK_N";3;1;1.0397;3.3951;0.0000;4.4348;1.4722;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.9228;
180;"HDMI_REFCLK_P";3;1;1.0397;3.3858;0.0000;4.4255;1.4629;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.9228;
181;"USB2_PWR_EN";2;3;1.2737;29.4579;0.0000;30.7316;0.4596;0.0000;0.0000;16.7717;11.2596;0.0000;0.0000;0.9670;
182;"SD2_CMD";2;2;1.0397;55.0009;0.0000;56.0406;0.4596;0.0000;47.6384;0.0000;0.0000;0.0000;0.0000;6.9029;
183;"SD1_D1";2;2;1.2010;27.1546;0.0000;28.3556;3.3957;0.0000;0.0000;0.0000;23.7590;0.0000;0.0000;0.0000;
184;"SD1_D0";3;2;1.6402;27.4437;0.0000;29.0839;1.1277;0.0000;0.0000;0.0000;25.4074;0.0000;0.0000;0.9086;
185;"ENET_MDIO";2;2;1.2010;55.0859;0.0000;56.2869;2.0242;0.0000;0.0000;0.0000;53.0616;0.0000;0.0000;0.0000;
186;"ENET_MDC";2;2;1.2010;55.3574;0.0000;56.5584;1.9472;0.0000;0.0000;0.0000;53.4101;0.0000;0.0000;0.0000;
187;"SD2_D1";2;2;1.0397;55.9092;0.0000;56.9489;0.4596;0.0000;50.8919;0.0000;0.0000;0.0000;0.0000;4.5577;
188;"HDMI_TX0_P";3;1;1.0397;3.3751;0.0000;4.4148;1.4722;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.9028;
189;"GPIO9";2;2;1.0397;29.3924;0.0000;30.4321;0.4596;0.0000;0.0000;0.0000;27.7794;0.0000;0.0000;1.1534;
190;"GPIO10";2;2;1.0397;28.5021;0.0000;29.5418;0.4596;0.0000;0.0000;0.0000;27.0435;0.0000;0.0000;0.9990;
191;"GPIO6";2;2;1.0397;29.7417;0.0000;30.7814;0.4596;0.0000;0.0000;0.0000;28.0938;0.0000;0.0000;1.1883;
192;"SD2_D0";2;2;1.0397;56.0597;0.0000;57.0994;0.4596;0.0000;49.3997;0.0000;0.0000;0.0000;0.0000;6.2004;
193;"SD1_D4";2;2;1.2010;26.2327;0.0000;27.4337;4.4417;0.0000;0.0000;0.0000;21.7909;0.0000;0.0000;0.0000;
194;"SD1_D2";2;2;1.2010;26.6590;0.0000;27.8600;1.8974;0.0000;0.0000;0.0000;24.7616;0.0000;0.0000;0.0000;
195;"ENET_TX_CTL";2;2;1.2010;60.6961;0.0000;61.8971;1.4813;0.0000;0.0000;0.0000;59.2148;0.0000;0.0000;0.0000;
196;"ENET_TD3";2;2;1.2010;61.0720;0.0000;62.2730;2.7575;0.0000;0.0000;0.0000;58.3145;0.0000;0.0000;0.0000;
197;"Net-(U9H-TEST_MODE)";2;1;1.0397;12.8002;0.0000;13.8399;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;12.3405;
198;"GPIO8";2;2;1.0397;30.0950;0.0000;31.1347;0.4596;0.0000;0.0000;0.0000;28.4574;0.0000;0.0000;1.1780;
199;"GPIO3";2;3;1.0397;28.9731;0.0000;30.0128;0.4596;0.0000;23.1618;0.0000;4.4527;0.0000;0.0000;0.8990;
200;"SD2_D3";2;2;1.0397;54.9660;0.0000;56.0057;0.4596;0.0000;52.4687;0.0000;0.0000;0.0000;0.0000;2.0376;
201;"SD2_D2";2;2;1.0397;55.6046;0.0000;56.6443;0.4596;0.0000;50.9760;0.0000;0.0000;0.0000;0.0000;4.1690;
202;"SD1_D5";2;2;1.2010;27.1358;0.0000;28.3368;5.3728;0.0000;0.0000;0.0000;21.7630;0.0000;0.0000;0.0000;
203;"SD1_D3";2;2;1.2010;26.5097;0.0000;27.7107;2.7998;0.0000;0.0000;0.0000;23.7099;0.0000;0.0000;0.0000;
204;"ENET_TD2";2;2;1.2010;60.2676;0.0000;61.4686;2.2819;0.0000;0.0000;0.0000;57.9858;0.0000;0.0000;0.0000;
205;"ENET_TD0";2;2;1.2010;61.0475;0.0000;62.2485;3.5771;0.0000;0.0000;0.0000;57.4704;0.0000;0.0000;0.0000;
206;"HDMI_TX1_P";3;1;1.0397;3.3558;0.0000;4.3955;1.4629;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.8928;
207;"GPIO4";2;3;1.0397;30.3532;0.0000;31.3929;0.4596;0.0000;24.4591;0.0000;4.5355;0.0000;0.0000;0.8990;
208;"ENET_TD1";2;2;1.2010;60.6553;0.0000;61.8563;3.5813;0.0000;0.0000;0.0000;57.0740;0.0000;0.0000;0.0000;
209;"SD2_nRST";2;2;1.0397;55.3620;0.0000;56.4017;0.4596;0.0000;53.5357;0.0000;0.0000;0.0000;0.0000;1.3667;
210;"CLK1_P";2;1;1.0397;0.4596;0.0000;1.4993;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
211;"SD1_nRST";3;2;1.6402;28.0362;0.0000;29.6764;3.4170;0.0000;0.0000;0.0000;23.3029;0.0000;0.0000;1.3164;
212;"SD1_D6";2;2;1.2010;26.2484;0.0000;27.4494;4.7882;0.0000;0.0000;0.0000;21.4602;0.0000;0.0000;0.0000;
213;"JTAG_TCK";3;2;0.5274;63.5173;0.0000;64.0447;1.1596;0.0000;62.3577;0.0000;0.0000;0.0000;0.0000;0.0000;
214;"ENET_TXC";2;2;1.2010;60.6523;0.0000;61.8533;1.5596;0.0000;0.0000;0.0000;59.0927;0.0000;0.0000;0.0000;
215;"/MPU/25MHZ_O";4;0;0.0000;11.8186;0.0000;11.8186;11.8186;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
216;"/MPU/27MHZ_I";4;0;0.0000;7.5534;0.0000;7.5534;7.5534;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
217;"ENET_RXC";2;2;1.2010;60.8627;0.0000;62.0637;1.0681;0.0000;0.0000;0.0000;59.7945;0.0000;0.0000;0.0000;
218;"GPIO5";2;2;1.0397;28.7693;0.0000;29.8090;0.4596;0.0000;0.0000;0.0000;27.2581;0.0000;0.0000;1.0516;
219;"ENET_RX_CTL";2;2;1.2010;60.3042;0.0000;61.5052;6.6789;0.0000;0.0000;0.0000;53.6253;0.0000;0.0000;0.0000;
220;"CLK2_P";2;1;1.0397;0.4596;0.0000;1.4993;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
221;"CLK1_N";2;1;1.0397;0.4596;0.0000;1.4993;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
222;"SD1_STROBE";2;2;1.2010;26.2711;0.0000;27.4721;1.7542;0.0000;0.0000;0.0000;24.5169;0.0000;0.0000;0.0000;
223;"SD1_D7";2;2;1.2010;27.1856;0.0000;28.3866;5.2566;0.0000;0.0000;0.0000;21.9289;0.0000;0.0000;0.0000;
224;"JTAG_TDO";2;1;0.2637;62.9785;0.0000;63.2422;0.4596;0.0000;62.5189;0.0000;0.0000;0.0000;0.0000;0.0000;
225;"JTAG_nTRS";2;2;0.5274;64.9603;0.0000;65.4877;10.5082;0.0000;54.4520;0.0000;0.0000;0.0000;0.0000;0.0000;
